polling_station_number,parlament_voters,Oppobloc,Strength and Honor,Fatherland,OP for Life,European Solidarity,Ukrainian Strategy,Servant of the People,Radical Party,Party of Shariy,Voice,Freedom,Other parties,district_number
480459,743,12,10,35,109,32,11,447,30,12,19,14,12,130
480460,540,8,18,41,68,19,5,326,16,9,8,6,16,130
480461,363,3,7,30,59,23,4,208,8,1,11,2,7,130
480462,314,6,7,16,25,12,11,194,13,2,9,7,12,130
480463,330,4,9,10,40,9,3,204,9,11,19,3,9,130
480464,219,3,5,7,42,4,2,127,13,0,7,0,9,130
480465,354,4,4,12,38,7,5,244,24,2,4,5,5,130
480466,523,5,5,40,71,20,7,309,27,7,12,11,9,130
480467,687,5,9,49,108,8,12,432,26,11,9,2,16,130
480468,263,5,5,18,38,9,2,162,8,4,4,3,5,130
480469,75,1,1,7,11,3,0,38,13,1,0,0,0,130
480470,86,0,1,4,33,4,3,29,8,1,0,0,3,130
480471,146,2,0,15,32,2,0,84,8,0,1,0,2,130
480472,247,19,7,9,31,9,6,109,21,0,9,2,25,130
480473,46,2,1,2,4,2,0,21,13,0,0,0,1,130
480474,142,0,11,10,22,9,5,67,13,0,3,0,2,130
480475,158,3,1,7,18,16,5,73,24,1,4,0,6,130
480476,265,5,7,12,41,6,6,144,27,1,2,0,14,130
480477,285,6,4,11,36,4,3,169,35,5,3,0,9,130
480478,79,6,0,3,22,2,0,35,8,0,1,0,2,130
480479,216,5,2,11,40,18,1,117,11,0,2,0,9,130
480480,77,2,0,3,8,1,1,34,22,2,1,0,3,130
480481,200,2,2,6,39,5,4,103,20,1,4,6,8,130
480482,44,1,1,3,3,3,0,25,6,0,1,0,1,130
480483,104,3,4,3,15,7,1,54,16,0,0,0,1,130
480484,157,2,2,6,11,10,3,105,13,0,4,0,1,130
480485,458,9,6,16,81,7,8,284,22,4,7,2,12,130
480486,105,4,2,14,11,6,4,49,7,0,2,1,5,130
480487,189,4,4,6,40,6,4,92,23,0,0,0,10,130
480488,227,3,1,5,33,12,2,135,21,1,5,0,9,130
480489,63,3,0,3,26,0,3,25,1,0,0,0,2,130
480490,105,3,4,4,20,3,0,48,10,6,2,2,3,130
480491,469,6,4,45,67,13,3,277,28,6,7,0,13,130
480492,181,2,1,3,28,20,1,84,34,2,1,0,5,130
480493,319,7,5,9,41,8,8,202,22,6,5,0,6,130
480494,18,0,0,2,3,0,0,9,2,0,0,0,2,130
480495,56,3,2,3,5,0,0,30,3,0,1,1,8,130
480496,357,8,2,15,64,3,7,213,14,7,6,1,17,130
480497,337,10,7,21,54,8,3,210,6,4,6,1,7,130
480498,426,11,17,29,74,10,3,233,18,9,9,2,11,130
480499,438,7,9,14,67,15,5,264,25,10,10,2,10,130
480500,494,12,8,20,60,19,10,308,25,9,13,1,9,130
480501,598,18,11,36,87,33,7,341,17,6,22,3,17,130
480502,507,8,15,18,76,39,8,294,19,10,8,4,8,130
480503,825,18,30,71,99,40,12,475,14,14,24,6,22,130
480504,723,9,16,61,92,56,12,400,30,10,12,11,14,130
480505,103,7,0,13,22,4,1,46,8,0,1,0,1,130
480506,239,7,3,9,29,19,0,128,23,3,3,5,10,130
480507,847,9,27,41,147,40,10,509,18,8,16,4,18,130
480508,407,16,3,28,69,11,5,218,30,3,11,0,13,130
480509,92,3,3,6,13,4,1,51,9,0,1,0,1,130
480510,111,2,0,6,13,10,0,63,6,0,8,0,3,130
480511,93,0,1,7,12,8,1,54,9,0,1,0,0,130
480512,487,9,20,18,91,28,4,259,24,11,12,1,10,130
480513,231,8,7,13,38,15,3,128,2,8,0,4,5,130
480514,184,6,1,5,19,4,1,129,13,0,3,1,2,130
480515,217,6,2,23,35,10,1,112,13,3,3,3,6,130
480516,200,12,5,12,19,8,1,109,18,2,3,0,11,130
480517,44,3,0,2,2,3,0,26,3,0,0,0,5,130
480518,179,4,3,9,12,18,2,87,29,3,5,0,7,130
480519,174,8,2,5,31,2,3,105,9,2,2,1,4,130
480520,54,2,0,2,17,1,0,16,8,0,0,0,8,130
480521,379,11,11,18,59,4,2,228,8,6,10,9,13,130
480522,123,4,1,13,15,8,3,64,11,0,1,0,3,130
480523,849,19,24,38,141,55,15,476,45,6,10,2,18,130
480524,141,5,2,16,31,7,1,62,6,1,6,1,3,130
480525,85,9,0,4,24,4,0,42,1,0,0,0,1,130
480526,173,6,9,14,39,10,0,81,7,2,2,0,3,130
480527,61,3,0,13,14,4,0,20,3,0,1,0,3,130
480528,275,11,6,21,69,13,3,128,15,0,1,2,6,130
480529,65,3,1,4,23,4,2,21,6,0,1,0,0,130
480530,522,13,8,39,75,14,6,326,20,7,6,0,8,130
480531,269,15,3,32,56,3,4,127,18,0,3,1,7,130
480532,122,3,0,12,18,1,2,71,11,1,1,1,1,130
480533,440,11,12,65,43,15,10,248,19,1,8,0,8,130
480534,44,0,0,9,3,1,2,24,3,0,0,0,2,130
480594,192,7,3,7,34,1,4,104,19,4,2,0,7,130
480595,271,6,0,5,46,4,5,179,11,5,4,0,6,130
480596,282,8,4,7,40,14,6,159,21,1,8,3,11,130
480597,112,3,1,6,11,12,9,56,9,2,0,0,3,130
480598,155,5,4,17,24,19,3,60,17,3,3,0,0,130
480599,191,3,3,10,37,9,2,96,11,0,2,3,15,130
480600,256,0,15,22,35,11,4,145,11,1,4,5,3,130
480601,363,14,4,20,65,22,10,176,27,0,5,8,12,130
480602,128,3,7,6,31,4,3,53,13,0,4,0,4,130
480603,251,4,8,10,46,17,5,132,21,0,3,2,3,130
480604,232,8,9,6,41,12,4,136,9,1,3,0,3,130
480605,138,1,0,3,12,8,1,83,18,5,3,1,3,130
480606,88,5,0,7,19,6,0,31,16,0,1,0,3,130
480607,66,2,0,1,12,4,1,39,3,0,1,1,2,130
480608,320,10,6,19,59,9,6,178,17,2,6,1,7,130
480609,34,4,0,3,6,1,0,14,3,0,0,1,2,130
480610,272,6,5,11,32,21,8,143,34,1,3,1,7,130
480611,84,2,1,14,24,7,1,14,17,1,3,0,0,130
480612,203,4,3,10,30,2,2,125,17,0,4,1,5,130
480613,184,6,4,4,43,2,7,85,24,2,2,0,5,130
480614,65,1,1,1,13,0,0,24,9,13,0,0,3,130
480615,225,6,1,8,34,23,7,117,13,2,10,0,4,130
480616,184,7,4,9,46,8,2,80,22,0,3,0,3,130
480617,113,8,0,11,12,4,1,54,16,0,3,0,4,130
480618,149,3,1,9,21,8,5,69,15,3,5,5,5,130
480619,245,4,9,5,49,10,7,139,17,0,3,1,1,130
480620,456,11,3,4,51,16,8,311,20,5,4,5,18,130
480621,248,1,17,15,26,11,6,136,15,1,8,1,11,130
480622,366,4,6,32,45,27,5,195,26,2,12,1,11,130
480623,354,10,11,10,59,17,5,161,53,4,11,6,7,130
480624,143,5,2,8,33,2,2,74,7,1,4,0,5,130
480625,202,8,4,3,28,4,1,128,16,3,1,0,6,130
480626,108,3,3,5,17,4,1,47,19,1,4,0,4,130
480627,205,3,3,11,22,8,2,132,15,1,1,3,4,130
480628,45,2,1,2,3,2,0,29,4,0,1,0,1,130
480629,287,7,10,13,45,8,4,174,15,0,1,2,8,130
480630,134,1,5,4,5,3,2,95,9,0,3,0,7,130
480631,251,2,3,15,48,1,1,166,12,0,1,0,2,130
480632,264,4,5,7,32,3,8,169,21,2,5,0,8,130
480633,110,2,1,7,14,2,11,49,14,2,0,0,8,130
480634,44,0,2,1,7,0,2,23,3,2,3,0,1,130
480635,242,7,10,5,17,10,11,146,24,4,2,0,6,130
480636,218,6,2,3,38,6,2,132,18,0,1,2,8,130
480637,106,4,2,4,24,8,1,51,7,3,0,0,2,130
480638,32,1,0,1,4,4,0,16,6,0,0,0,0,130
480639,673,20,21,26,157,25,10,353,17,17,13,4,10,130
480640,383,12,5,19,91,10,4,209,7,9,9,1,7,130
480641,466,11,11,13,123,25,7,227,12,12,8,5,12,130
480642,795,10,14,29,179,28,8,463,21,17,10,8,8,130
480643,924,27,19,35,220,39,20,456,47,31,12,4,14,130
480644,793,28,24,37,163,44,9,409,28,18,11,4,18,130
480645,50,2,0,5,8,3,1,29,0,0,1,1,0,130
480646,143,6,4,18,6,2,3,60,8,0,4,0,32,130
480070,1111,33,19,39,187,41,9,683,22,17,29,3,29,131
480071,480,7,7,20,67,16,8,304,13,8,19,3,8,131
480072,188,4,0,9,31,2,6,117,5,1,2,1,10,131
480073,262,14,0,16,70,3,0,128,18,2,0,0,11,131
480074,326,8,6,28,46,8,4,174,19,3,10,1,19,131
480075,171,8,3,8,15,3,1,107,13,2,5,2,4,131
480076,117,13,3,9,39,2,0,37,8,1,1,0,4,131
480077,270,9,5,7,28,2,3,186,19,2,1,1,7,131
480078,168,2,1,19,31,0,4,74,15,2,1,1,18,131
480079,316,5,3,29,43,12,4,192,18,1,5,0,4,131
480080,1147,24,17,52,174,83,14,636,23,29,59,15,21,131
480081,153,2,5,3,34,4,1,90,5,3,2,1,3,131
480083,435,8,9,21,51,10,6,308,6,2,2,2,10,131
480084,363,6,0,34,34,9,7,227,23,0,3,3,17,131
480085,215,10,5,9,27,4,4,121,10,2,3,0,20,131
480086,84,7,0,3,7,6,1,51,2,0,0,0,7,131
480087,125,5,0,4,11,6,1,85,1,1,8,0,3,131
480088,107,11,2,6,14,2,3,58,6,0,4,0,1,131
480089,494,12,6,7,79,27,7,317,8,9,3,7,12,131
480090,660,18,19,34,109,53,3,343,16,14,32,4,15,131
480091,183,15,2,8,24,6,1,97,9,2,5,5,9,131
480092,183,9,1,16,23,6,2,109,7,1,2,1,6,131
480093,99,6,1,12,12,2,0,50,4,0,1,1,10,131
480094,289,11,0,10,64,1,2,178,9,5,2,1,6,131
480095,326,20,7,37,43,8,4,172,18,2,10,1,4,131
480096,281,7,0,3,41,15,1,177,24,4,1,1,7,131
480159,573,24,7,25,113,12,5,306,16,9,19,2,35,131
480161,683,7,11,29,111,54,13,374,16,20,12,10,26,131
480162,546,8,5,31,79,31,7,323,20,3,12,2,25,131
480163,638,15,12,23,99,25,2,386,13,6,10,12,35,131
480164,246,12,3,34,34,2,1,133,11,0,7,1,8,131
480165,153,13,2,15,25,5,1,74,8,0,0,0,10,131
480166,56,8,2,7,9,3,1,15,8,0,0,0,3,131
480167,341,8,6,17,20,11,3,131,25,2,12,1,105,131
480168,385,4,5,13,49,14,5,212,22,1,0,1,59,131
480169,126,0,2,5,14,3,1,56,19,0,0,0,26,131
480170,96,1,3,8,12,2,0,51,2,0,0,0,17,131
480171,496,13,3,13,78,11,9,291,25,7,10,1,35,131
480172,162,4,0,13,13,3,1,93,11,2,2,1,19,131
480173,120,2,1,15,9,2,1,48,24,1,2,3,12,131
480174,154,5,2,14,20,3,0,68,12,0,5,1,24,131
480175,142,5,0,10,30,7,6,57,14,0,1,0,12,131
480176,302,16,1,6,37,9,14,164,12,2,3,2,36,131
480177,51,2,1,7,10,6,1,16,3,1,0,1,3,131
480178,495,6,7,19,29,8,12,294,20,1,8,1,90,131
480179,232,12,4,12,43,7,0,103,13,1,1,1,35,131
480180,364,5,4,17,46,24,3,205,22,0,5,10,23,131
480181,192,5,1,15,23,4,0,90,27,0,2,0,25,131
480182,141,4,6,24,15,4,0,64,6,0,1,0,17,131
480183,365,7,4,21,38,14,1,230,20,3,8,4,15,131
480184,242,3,2,16,22,6,2,157,15,0,3,7,9,131
480185,180,4,5,10,22,2,4,100,10,1,4,0,18,131
480186,213,3,5,17,21,13,7,85,30,0,10,3,19,131
480187,520,6,4,27,70,16,3,321,17,0,12,5,39,131
480188,564,8,5,14,93,20,5,368,13,3,14,2,19,131
480189,548,7,3,20,113,11,7,322,16,9,12,10,18,131
480190,331,2,7,9,44,12,3,213,12,1,4,1,23,131
480191,440,9,10,21,82,5,6,271,10,2,4,1,19,131
480192,320,16,5,9,73,10,4,176,10,0,3,7,7,131
480193,371,4,6,10,53,15,2,235,14,0,15,1,16,131
480194,638,14,22,23,106,9,9,391,15,10,8,7,24,131
480195,346,20,3,15,29,19,7,166,21,3,7,3,53,131
480196,35,4,0,0,4,2,1,16,1,0,0,0,7,131
480197,94,3,1,3,10,3,0,42,6,0,2,6,18,131
480198,415,9,6,13,67,7,7,219,38,4,12,11,22,131
480199,134,6,8,14,19,2,2,66,5,0,0,2,10,131
480200,75,8,0,1,6,3,2,37,4,0,4,3,7,131
480201,238,10,8,8,34,3,1,137,6,1,3,0,27,131
480202,623,16,8,21,74,30,8,399,33,4,6,4,20,131
480203,178,8,0,12,22,1,0,96,16,0,3,5,15,131
480204,55,17,2,5,5,1,0,11,8,0,0,1,5,131
480205,316,10,1,15,76,11,3,165,5,10,7,6,7,131
480206,373,35,3,15,68,12,3,173,14,2,4,0,44,131
480207,315,11,5,20,43,4,4,181,23,7,2,0,15,131
480208,563,12,21,25,75,32,6,330,22,4,14,7,15,131
480209,109,1,0,8,17,1,0,74,1,0,0,1,6,131
480210,684,19,20,9,163,21,2,392,15,19,7,1,16,131
480211,638,20,10,8,141,13,3,398,20,6,3,2,14,131
480212,246,6,5,15,43,11,1,129,13,0,1,5,17,131
480213,38,1,0,2,3,1,0,22,5,0,1,1,2,131
480214,545,20,3,16,164,2,4,274,34,4,3,1,20,131
480215,188,11,3,6,30,3,2,93,16,1,1,4,18,131
480216,523,14,14,11,100,20,3,306,15,4,10,6,20,131
480217,89,10,0,6,6,0,1,45,7,0,0,2,12,131
480218,88,5,1,8,3,0,1,45,7,1,3,0,14,131
480219,34,5,0,5,0,1,0,6,12,0,0,5,0,131
480220,319,5,9,17,46,7,2,192,18,1,3,1,18,131
480221,44,4,3,2,9,1,1,14,5,0,0,0,5,131
480245,429,10,11,33,94,9,2,227,12,1,16,1,13,131
480246,678,9,18,37,187,32,4,331,24,7,14,0,15,131
480247,420,8,10,20,106,17,0,213,15,4,3,5,19,131
480248,629,11,9,41,133,16,5,334,26,7,16,4,27,131
480249,112,2,1,7,20,6,1,52,14,0,0,0,9,131
480250,83,2,1,13,6,0,0,50,5,0,0,0,6,131
480251,148,8,2,4,21,15,2,84,4,0,2,0,6,131
480252,262,3,8,17,28,8,2,164,13,0,2,0,17,131
480253,469,9,2,22,44,33,5,282,32,4,14,2,20,131
480254,111,8,8,7,11,1,1,56,11,1,2,1,4,131
480255,64,1,1,8,11,5,0,16,12,0,1,0,9,131
480256,171,5,7,2,27,3,3,100,11,0,5,1,7,131
480257,121,7,2,9,14,7,1,42,20,1,3,0,15,131
480258,246,7,3,11,41,12,3,120,20,0,4,3,22,131
480259,142,12,1,3,9,2,2,85,19,0,0,1,8,131
480260,70,6,0,4,3,4,1,27,12,1,0,1,11,131
480261,79,1,5,9,7,2,3,41,5,0,2,0,4,131
480262,221,6,5,6,27,3,3,115,27,0,4,0,25,131
480263,41,7,1,0,6,3,0,21,0,0,1,1,1,131
480264,361,12,10,15,50,16,1,214,19,2,3,1,18,131
480265,263,15,0,4,70,5,2,136,15,1,5,1,9,131
480266,108,15,0,10,14,9,0,43,10,1,0,0,6,131
480267,411,8,3,8,64,16,2,246,18,4,8,9,25,131
480268,115,7,1,1,18,3,1,53,8,0,6,2,15,131
480269,305,5,3,16,26,20,3,179,24,1,12,9,7,131
480270,303,2,7,13,22,20,1,184,23,1,9,3,18,131
480271,60,4,1,4,3,3,0,32,3,0,3,0,7,131
480272,242,4,2,9,15,18,5,141,13,4,10,1,20,131
480273,153,3,0,7,9,4,2,116,1,5,0,1,5,131
480274,135,1,3,15,12,13,2,68,12,0,0,0,9,131
480275,186,6,5,5,22,11,1,86,32,2,2,4,10,131
480276,197,5,5,15,15,12,3,100,20,1,4,4,13,131
480277,232,13,7,20,28,9,2,126,9,0,1,0,17,131
480278,58,4,2,2,13,1,1,18,9,1,0,0,7,131
480279,180,6,1,10,29,8,3,79,24,0,0,3,17,131
480280,109,3,0,22,11,7,2,37,14,0,0,1,12,131
480281,52,2,0,8,5,2,1,27,6,0,0,0,1,131
480282,296,8,2,12,42,9,2,178,14,0,6,0,23,131
480283,373,5,5,22,74,5,2,215,7,8,9,4,17,131
480284,858,16,10,66,114,16,7,544,16,10,19,1,39,131
480285,463,15,5,31,88,8,5,273,10,5,4,2,17,131
480286,89,3,2,12,13,4,5,35,11,0,0,0,4,131
480287,142,3,0,6,20,2,4,89,10,0,0,0,8,131
480288,158,2,3,22,13,13,0,82,15,0,1,1,6,131
480289,223,8,2,12,29,6,3,127,19,0,1,1,15,131
480290,181,4,3,14,27,9,1,76,23,0,4,0,20,131
480291,51,1,0,7,14,2,0,21,1,0,0,0,5,131
480292,544,8,11,28,50,14,7,341,32,12,10,1,30,131
480293,350,8,5,17,42,16,5,194,27,6,9,5,16,131
480294,150,2,2,8,13,3,4,94,13,0,3,0,8,131
480295,320,10,3,13,49,5,6,183,17,7,0,2,25,131
480296,135,1,3,10,33,3,1,67,11,0,0,0,6,131
480297,52,1,1,6,6,2,0,26,6,0,1,0,3,131
480298,142,7,4,6,13,4,2,77,15,0,3,0,11,131
480299,209,6,1,7,27,4,2,144,11,0,1,0,6,131
480300,219,2,2,11,49,10,4,107,22,0,0,0,12,131
480301,70,1,1,8,7,8,0,21,5,0,3,0,16,131
480302,203,5,11,10,17,7,10,87,33,0,2,1,20,131
480303,214,4,5,8,10,5,6,139,12,1,8,3,13,131
480304,49,2,0,6,5,0,0,24,6,1,0,0,5,131
480305,71,3,1,2,20,1,0,36,4,0,0,0,4,131
480306,34,0,1,2,6,2,0,17,2,0,2,0,2,131
480307,21,2,0,3,2,1,0,7,3,0,0,0,3,131
480647,665,8,18,26,91,36,10,408,17,13,11,5,22,131
480648,675,13,13,33,98,16,11,416,15,25,9,6,20,131
480649,755,17,19,36,126,17,5,471,15,14,11,0,24,131
480650,892,21,26,54,145,34,9,507,21,22,17,4,32,131
480651,1063,23,35,69,187,44,11,600,13,30,17,4,30,131
480652,678,15,10,36,109,33,13,399,9,15,14,7,18,131
480653,881,20,20,23,110,40,4,587,14,17,18,6,22,131
480654,880,15,28,32,146,37,18,519,10,17,27,3,28,131
480655,1002,26,45,49,155,50,15,578,10,11,17,13,33,131
480656,927,19,26,36,142,36,18,552,28,14,16,3,37,131
480657,643,14,17,21,101,25,12,391,15,15,11,3,18,131
480658,848,24,27,51,157,37,8,467,25,15,15,6,16,131
480659,655,11,14,23,92,30,4,423,10,11,16,3,18,131
480660,899,9,40,46,141,38,11,539,14,22,12,8,19,131
480661,858,15,20,51,154,36,7,517,11,16,8,6,17,131
480662,831,9,36,27,122,14,7,547,19,15,7,7,21,131
480663,853,14,21,33,147,41,7,520,14,7,11,2,36,131
480664,828,21,21,48,126,25,11,497,14,22,19,5,19,131
480665,366,11,8,9,57,9,5,233,4,4,8,4,14,131
480666,395,22,7,45,17,6,8,220,9,3,8,1,49,131
480710,795,20,18,19,52,32,11,537,15,32,35,5,19,131
480711,913,31,16,43,118,69,12,510,10,29,32,12,31,131
480712,884,26,26,51,98,66,19,506,11,19,25,17,20,131
480713,805,31,17,52,108,88,17,401,10,23,40,4,14,131
480714,940,30,17,31,141,70,17,532,11,23,43,5,20,131
480715,836,43,17,26,123,67,18,447,18,24,31,5,17,131
480716,847,34,12,32,122,55,15,465,18,26,33,6,29,131
480717,1099,44,24,39,180,93,27,540,20,32,56,7,37,131
480718,980,35,18,32,128,72,15,563,17,21,41,7,31,131
480719,1059,36,15,41,115,76,23,605,15,43,45,7,38,131
480720,876,17,25,43,112,71,23,483,20,27,27,4,24,131
480721,777,28,21,35,98,62,14,408,16,32,34,9,20,131
480722,825,25,19,41,101,54,15,468,14,24,39,8,17,131
480724,873,24,21,20,79,61,17,550,15,21,31,1,33,131
480725,996,26,20,40,106,76,12,591,20,23,39,9,34,131
480726,857,33,12,41,81,55,17,517,9,31,33,9,19,131
480727,946,20,17,31,88,74,16,584,18,32,30,11,25,131
480937,146,2,3,1,30,6,3,78,15,0,1,0,7,131
480001,349,3,8,14,50,16,3,217,14,2,2,0,20,132
480002,608,18,18,28,72,20,17,355,38,13,14,2,13,132
480003,442,7,11,20,50,26,1,286,21,4,7,0,9,132
480004,368,8,9,10,55,14,4,225,25,0,5,1,12,132
480005,216,4,5,8,32,6,1,131,14,4,4,2,5,132
480006,298,13,12,11,30,6,5,184,28,1,4,0,4,132
480007,138,0,1,5,6,11,1,91,10,1,1,0,11,132
480008,433,6,13,20,55,22,7,252,18,11,16,3,10,132
480009,425,5,5,22,48,10,7,295,13,8,4,2,6,132
480010,94,3,0,9,14,3,2,48,4,2,2,1,6,132
480011,276,3,6,15,29,14,6,166,15,3,7,2,10,132
480012,370,7,18,60,58,9,4,180,22,2,4,2,4,132
480013,621,8,1,13,95,9,10,421,24,5,17,3,15,132
480014,351,13,7,12,49,16,15,180,34,2,4,2,17,132
480015,221,1,9,10,13,7,1,149,17,3,0,1,10,132
480016,108,3,2,8,16,0,2,64,4,0,4,2,3,132
480017,124,2,9,14,18,7,0,49,15,0,4,0,6,132
480018,118,3,3,2,27,3,4,49,22,0,2,0,3,132
480019,380,7,5,11,79,7,5,222,26,0,3,3,12,132
480020,155,1,5,15,18,4,0,89,13,4,0,1,5,132
480021,188,3,5,7,16,7,2,109,21,3,1,0,14,132
480022,54,0,0,2,0,4,1,40,4,2,0,0,1,132
480023,116,4,0,11,7,3,1,66,19,1,1,0,3,132
480024,310,3,3,13,18,13,10,191,44,3,0,2,10,132
480025,585,5,22,40,34,70,10,265,94,0,10,5,30,132
480026,72,2,5,6,4,11,2,36,5,0,0,0,1,132
480027,406,9,7,25,8,5,5,276,10,4,14,1,42,132
480130,773,12,20,59,123,29,10,450,31,6,15,3,15,132
480131,726,17,11,67,112,27,7,429,24,5,8,5,14,132
480132,608,9,13,28,90,32,13,366,25,2,7,6,17,132
480134,103,6,0,8,3,2,1,66,11,2,1,2,1,132
480136,187,6,2,14,18,5,1,111,21,0,1,2,6,132
480137,86,2,1,9,21,3,0,35,10,0,0,1,4,132
480138,161,5,6,14,28,7,5,65,15,0,5,8,3,132
480139,144,8,0,10,6,8,1,88,13,0,0,5,5,132
480140,186,4,1,6,24,5,11,114,13,1,0,3,4,132
480141,195,7,0,14,46,7,1,89,20,0,1,8,2,132
480142,130,5,7,7,28,0,2,61,13,0,4,1,2,132
480143,98,11,1,12,9,3,0,32,20,0,2,1,7,132
480144,116,1,1,7,10,10,2,54,12,4,7,2,6,132
480145,202,1,7,4,11,6,1,152,10,0,2,4,4,132
480146,188,2,3,27,21,12,4,93,19,0,0,2,5,132
480147,177,6,2,9,21,3,1,113,7,2,0,3,10,132
480148,253,3,2,11,21,7,9,151,32,0,4,5,8,132
480149,428,11,4,20,54,9,4,261,37,0,5,13,10,132
480150,92,4,3,1,19,4,0,47,8,0,0,2,4,132
480151,235,5,15,8,36,4,5,139,13,0,1,0,9,132
480152,178,5,2,7,26,2,0,124,7,0,0,1,4,132
480153,188,6,2,5,25,4,2,118,14,0,1,3,8,132
480154,200,0,3,2,15,12,2,118,28,0,7,8,5,132
480155,209,3,0,8,37,4,1,130,13,0,6,2,5,132
480156,245,8,5,22,14,7,9,153,13,0,4,6,4,132
480157,119,2,0,10,3,4,2,84,7,0,1,5,1,132
480158,178,2,1,20,20,10,6,81,26,3,1,3,5,132
480222,741,14,21,68,158,40,14,372,27,2,2,9,14,132
480223,867,12,28,73,159,28,10,479,23,11,16,15,13,132
480224,697,9,27,64,141,37,9,355,23,4,7,7,14,132
480225,366,8,4,26,73,9,2,219,9,7,1,2,6,132
480226,294,5,1,29,30,10,2,197,9,0,3,3,5,132
480227,243,7,0,20,64,3,7,114,11,2,2,2,11,132
480228,100,2,1,15,26,6,0,37,9,0,0,2,2,132
480229,32,2,0,3,5,3,1,9,6,1,0,0,2,132
480230,249,7,7,21,26,5,5,126,28,0,9,4,11,132
480231,58,4,0,11,8,1,1,19,10,0,0,2,2,132
480232,152,2,1,6,31,9,2,84,11,0,2,0,4,132
480233,163,1,1,12,19,2,2,107,13,0,0,1,5,132
480234,103,5,1,11,9,2,2,48,15,1,6,1,2,132
480235,198,5,2,12,14,27,4,90,22,1,4,15,2,132
480236,102,4,2,8,12,10,1,21,14,0,14,12,4,132
480237,115,2,0,11,11,5,2,46,19,1,8,6,4,132
480238,154,4,5,22,15,1,2,88,9,0,1,2,5,132
480239,126,2,0,2,19,5,0,75,14,0,4,0,5,132
480240,124,2,1,6,51,4,0,48,7,0,0,0,5,132
480241,123,3,6,17,10,6,2,51,18,0,1,2,7,132
480242,335,13,2,34,53,21,1,175,26,1,6,0,3,132
480243,366,6,5,40,36,11,8,208,33,2,4,1,12,132
480244,15,2,0,2,3,2,0,5,0,0,0,1,0,132
480377,245,3,4,14,44,11,2,118,27,2,2,4,14,132
480378,42,0,1,2,0,16,5,10,3,0,2,0,3,132
480379,349,0,8,8,42,32,7,196,23,1,15,5,12,132
480380,373,1,10,44,37,16,4,208,31,0,4,1,17,132
480381,384,6,9,11,43,13,2,224,29,3,18,4,22,132
480382,102,1,1,12,30,4,4,31,10,0,0,0,9,132
480383,34,0,1,3,6,0,1,15,6,0,1,0,1,132
480384,321,5,6,48,17,27,12,146,38,0,7,5,10,132
480385,462,6,10,15,108,17,7,252,15,6,8,6,12,132
480386,363,7,13,15,65,17,9,197,11,5,14,3,7,132
480387,392,3,8,11,63,12,6,240,19,0,11,4,15,132
480388,460,7,18,12,76,19,1,275,19,7,20,1,5,132
480389,396,10,14,24,42,13,8,222,20,4,25,4,10,132
480390,314,2,15,15,28,6,7,185,20,3,21,3,9,132
480391,106,4,2,14,13,2,2,58,9,0,0,1,1,132
480392,430,6,14,23,37,30,3,136,82,1,13,5,80,132
480393,302,6,5,10,39,9,4,192,20,3,2,2,10,132
480394,530,10,12,20,61,14,9,320,40,15,5,2,22,132
480395,74,2,1,3,20,1,0,35,8,0,2,0,2,132
480396,400,4,14,25,70,19,5,203,45,0,0,1,14,132
480397,190,5,13,16,9,9,6,96,17,0,7,0,12,132
480398,338,5,11,24,38,10,2,198,36,0,5,2,7,132
480399,211,5,11,0,0,3,1,1,0,2,0,1,187,132
480400,79,0,5,12,15,2,0,35,4,0,1,1,4,132
480401,224,3,2,17,22,19,2,117,19,0,7,1,15,132
480402,271,1,6,15,27,17,4,129,41,0,20,2,9,132
480403,261,3,7,24,50,19,13,91,45,0,0,1,8,132
480404,272,1,3,34,37,14,12,118,33,1,7,3,9,132
480405,294,9,16,16,50,11,6,155,21,1,5,0,4,132
480406,13,0,2,2,0,1,0,7,0,0,0,0,1,132
480553,649,20,18,20,85,35,14,396,29,1,6,12,13,132
480554,155,6,6,9,26,7,0,81,10,1,6,1,2,132
480555,178,7,2,11,22,13,3,94,20,0,1,3,2,132
480556,373,14,17,14,70,24,6,151,36,9,8,8,16,132
480557,470,16,4,35,40,16,7,292,24,14,5,5,12,132
480558,515,7,16,25,43,26,3,328,26,7,16,6,12,132
480559,343,12,6,24,41,8,9,199,30,2,3,1,8,132
480560,364,15,10,25,53,18,3,185,30,0,8,1,16,132
480561,378,3,6,14,32,18,7,211,58,0,8,2,19,132
480562,252,8,6,18,18,12,4,154,19,0,2,3,8,132
480563,304,21,6,23,22,15,7,166,27,0,1,1,15,132
480564,430,14,10,19,38,24,5,251,49,2,9,4,5,132
480565,221,9,1,10,17,8,3,144,19,0,2,0,8,132
480566,151,5,8,3,16,6,6,62,31,1,4,2,7,132
480567,249,8,2,12,16,3,3,111,41,0,11,2,40,132
480568,716,19,18,41,97,50,19,367,42,9,24,9,21,132
480569,42,2,1,6,8,6,1,16,0,0,0,1,1,132
480570,80,4,5,5,4,9,0,33,15,2,1,1,1,132
480571,137,8,11,12,9,8,4,60,16,0,4,2,3,132
480572,180,1,0,17,26,6,2,98,12,0,7,6,5,132
480573,73,1,2,5,6,5,1,16,26,0,2,2,7,132
480574,336,13,5,19,50,10,6,193,23,8,1,0,8,132
480575,142,6,8,7,13,6,0,74,13,7,0,2,6,132
